temp=15.464935302734375
temp=15.548019409179688
temp=15.5908203125
temp=15.638656616210938
temp=15.50018310546875
temp=15.648727416992188
temp=15.585784912109375
temp=15.673904418945312
temp=15.626068115234375
temp=15.704116821289062
temp=15.767059326171875
temp=15.724258422851562
temp=15.847625732421875
temp=15.769577026367188
temp=15.74188232421875
temp=15.769577026367188
temp=15.807342529296875
temp=15.794754028320312
temp=15.83251953125
temp=15.840072631835938
temp=15.908050537109375
temp=15.955886840820312
temp=15.817413330078125
temp=15.950851440429688
temp=15.90301513671875
temp=15.895462036132812
temp=15.867767333984375
temp=15.986099243164062
temp=15.958404541015625
temp=15.940780639648438
temp=15.8526611328125
temp=15.940780639648438
temp=15.998687744140625
temp=16.006240844726562
temp=15.978546142578125
temp=16.026382446289062
temp=15.978546142578125
temp=15.976028442382812
temp=15.99365234375
temp=16.026382446289062
temp=16.04400634765625
temp=15.981063842773438
temp=16.139678955078125
temp=16.101913452148438
temp=16.0943603515625
temp=16.147232055664062
temp=16.14471435546875
temp=16.091842651367188
temp=16.04400634765625
temp=16.051559448242188
temp=16.169891357421875
temp=16.167373657226562
temp=16.12457275390625
temp=16.192550659179688
temp=16.1346435546875
temp=16.177444458007812
temp=16.1749267578125
temp=16.242904663085938
temp=16.1346435546875
temp=16.162338256835938
temp=16.2152099609375
temp=16.182479858398438
temp=16.2353515625
temp=16.237869262695312
temp=16.149749755859375
temp=16.162338256835938
temp=16.16485595703125
temp=16.303329467773438
temp=16.1749267578125
temp=16.373825073242188
temp=16.3763427734375
temp=16.242904663085938
temp=16.341094970703125
temp=16.419143676757812
temp=16.411590576171875
temp=16.383895874023438
temp=16.48712158203125
temp=16.534957885742188
temp=16.396484375
temp=16.399002075195312
temp=16.3763427734375
temp=16.439285278320312
temp=16.401519775390625
temp=16.373825073242188
temp=16.472015380859375
temp=16.429214477539062
temp=16.602935791015625
temp=16.454391479492188
temp=16.56768798828125
temp=16.509780883789062
temp=16.50726318359375
temp=16.550064086914062
temp=16.6180419921875
temp=16.630630493164062
temp=16.6180419921875
temp=16.706161499023438
temp=16.47705078125
temp=16.575241088867188
temp=16.592864990234375
temp=16.570205688476562
temp=16.5777587890625
temp=16.716232299804688
temp=16.63818359375
temp=16.691055297851562
temp=16.80938720703125
temp=16.726303100585938
temp=16.653289794921875
temp=16.625595092773438
temp=16.663360595703125
temp=16.696090698242188
temp=16.713714599609375
temp=16.680984497070312
temp=16.703643798828125
temp=16.675949096679688
temp=16.743927001953125
temp=16.645736694335938
temp=16.70867919921875
temp=16.660842895507812
temp=16.723785400390625
temp=16.801834106445312
temp=16.759033203125
temp=16.781692504882812
temp=16.74896240234375
