temp=25.948638916015625
temp=25.961227416992188
temp=26.05438232421875
temp=26.268386840820312
temp=26.346435546875
temp=26.711502075195312
temp=26.2860107421875
temp=26.635971069335938
temp=26.955718994140625
temp=26.807174682617188
temp=26.734161376953125
temp=26.877670288085938
temp=27.126922607421875
temp=27.280502319335938
temp=27.519683837890625
temp=27.265396118164062
temp=27.30316162109375
temp=27.436599731445312
temp=27.529754638671875
temp=27.471847534179688
temp=27.52471923828125
temp=27.743759155273438
temp=27.90740966796875
temp=27.919998168945312
temp=28.00811767578125
temp=27.824325561523438
temp=28.08868408203125
temp=28.131484985351562
temp=28.2196044921875
temp=28.302688598632812
temp=28.14910888671875
temp=28.297653198242188
temp=28.4613037109375
temp=28.358078002929688
temp=28.466339111328125
temp=28.478927612304688
temp=28.682861328125
temp=28.589706420898438
temp=28.959808349609375
temp=28.720626831054688
temp=28.919525146484375
temp=28.861618041992188
temp=28.979949951171875
temp=29.103317260742188
temp=28.9044189453125
temp=28.992538452148438
temp=29.20654296875
temp=29.274520874023438
temp=29.141082763671875
temp=29.193954467773438
temp=29.352569580078125
temp=29.229202270507812
temp=29.302215576171875
temp=29.586715698242188
temp=29.810791015625
temp=29.783096313476562
temp=29.3878173828125
temp=29.647140502929688
temp=29.755401611328125
temp=29.793167114257812
temp=29.59930419921875
temp=29.903945922851562
temp=29.6295166015625
temp=29.546432495117188
temp=29.876251220703125
temp=29.873733520507812
temp=30.047454833984375
temp=29.914016723632812
temp=30.057525634765625
temp=30.095291137695312
temp=30.188446044921875
temp=30.125503540039062
temp=30.33447265625
temp=30.321884155273438
temp=30.32440185546875
temp=30.457839965820312
temp=30.540924072265625
temp=30.417556762695312
temp=30.54595947265625
temp=30.603866577148438
temp=30.5560302734375
temp=30.649185180664062
temp=30.601348876953125
temp=30.563583374023438
temp=30.8782958984375
temp=30.603866577148438
temp=30.762481689453125
temp=30.850601196289062
temp=30.72723388671875
temp=30.704574584960938
temp=30.671844482421875
temp=30.775070190429688
temp=30.802764892578125
temp=30.608901977539062
temp=30.82794189453125
temp=30.885848999023438
temp=30.561065673828125
temp=30.674362182617188
temp=30.883331298828125
temp=30.699539184570312
temp=30.616455078125
temp=30.880813598632812
temp=30.691986083984375
temp=30.764999389648438
temp=30.631561279296875
temp=31.021804809570312
temp=30.8380126953125
temp=30.770034790039062
temp=31.064605712890625
temp=30.961380004882812
temp=31.145172119140625
temp=31.087265014648438
temp=31.024322509765625
temp=30.880813598632812
temp=30.762481689453125
temp=30.951309204101562
temp=31.099853515625
temp=31.062088012695312
