25765,984.0,278.0,136.0,101.0
25775,984.0,278.0,136.0,101.0
25785,984.0,278.0,136.0,101.0
25795,984.0,276.0,136.0,101.0
25805,984.0,276.0,136.0,106.0
25815,982.0,276.0,136.0,106.0
25825,982.0,276.0,136.0,106.0
25835,982.0,276.0,136.0,106.0
25845,982.0,276.0,136.0,106.0
25855,982.0,276.0,136.0,106.0
25865,982.0,276.0,136.0,106.0
25875,982.0,276.0,136.0,106.0
25885,982.0,276.0,136.0,106.0
25895,982.0,270.0,136.0,106.0
25905,982.0,270.0,136.0,106.0
25915,986.0,270.0,136.0,106.0
25925,986.0,270.0,133.0,106.0
25935,986.0,270.0,133.0,106.0
25945,986.0,270.0,133.0,106.0
25955,986.0,270.0,133.0,106.0
25965,986.0,270.0,133.0,106.0
25975,986.0,270.0,133.0,106.0
25985,986.0,270.0,133.0,106.0
25995,986.0,276.0,133.0,106.0
26005,986.0,276.0,133.0,105.0
26015,988.0,276.0,133.0,105.0
26025,988.0,276.0,138.0,105.0
26035,988.0,276.0,138.0,105.0
26045,988.0,276.0,138.0,105.0
26055,988.0,276.0,138.0,105.0
26065,988.0,276.0,138.0,105.0
26075,988.0,276.0,138.0,105.0
26085,988.0,276.0,138.0,105.0
26095,988.0,274.0,138.0,105.0
26105,988.0,274.0,138.0,106.0
26115,992.0,274.0,138.0,106.0
26125,992.0,274.0,131.0,106.0
26135,992.0,274.0,131.0,106.0
26145,992.0,274.0,131.0,106.0
26155,992.0,274.0,131.0,106.0
26165,992.0,274.0,131.0,106.0
26175,992.0,274.0,131.0,106.0
26185,992.0,274.0,131.0,106.0
26195,992.0,272.0,131.0,106.0
26205,992.0,272.0,131.0,106.0
26215,992.0,272.0,131.0,106.0
26225,992.0,272.0,136.0,106.0
26235,992.0,272.0,136.0,106.0
26245,992.0,272.0,136.0,106.0
26255,992.0,272.0,136.0,106.0
26265,992.0,272.0,136.0,106.0
26275,992.0,272.0,136.0,106.0
26285,992.0,272.0,136.0,106.0
26295,992.0,275.0,136.0,106.0
26305,992.0,275.0,136.0,106.0
26315,993.0,275.0,136.0,106.0
26325,993.0,275.0,137.0,106.0
26335,993.0,275.0,137.0,106.0
26345,993.0,275.0,137.0,106.0
26355,993.0,275.0,137.0,106.0
26365,993.0,275.0,137.0,106.0
26375,993.0,275.0,137.0,106.0
26385,993.0,275.0,137.0,106.0
26395,993.0,280.0,137.0,106.0
26405,993.0,280.0,137.0,104.0
26415,993.0,280.0,137.0,104.0
26425,993.0,280.0,136.0,104.0
26435,993.0,280.0,136.0,104.0
26445,993.0,280.0,136.0,104.0
26455,993.0,280.0,136.0,104.0
26465,993.0,280.0,136.0,104.0
26475,993.0,280.0,136.0,104.0
26485,993.0,280.0,136.0,104.0
26495,993.0,274.0,136.0,104.0
26505,993.0,274.0,136.0,102.0
26515,978.0,274.0,136.0,102.0
26525,978.0,274.0,133.0,102.0
26535,978.0,274.0,133.0,102.0
26545,978.0,274.0,133.0,102.0
26555,978.0,274.0,133.0,102.0
26565,978.0,274.0,133.0,102.0
26575,978.0,274.0,133.0,102.0
26585,978.0,274.0,133.0,102.0
26595,978.0,279.0,133.0,102.0
