192449, 2
193989, 2
196979, 2
199789, 2
201379, 2
203129, 1
207139, 3
208919, 3
210699, 2
212809, 2
214009, 2
214719, 1
218719, 2
221079, 2
222019, 2
223959, 1
227969, 2
229549, 1
233559, 2
235759, 2
237369, 2
238709, 1
242709, 2
243429, 1
247439, 1
251439, 1
255449, 1
259459, 2
262339, 2
263209, 2
265179, 2
267529, 1
271539, 2
273919, 1
277929, 1
281939, 1
285939, 1
289949, 2
292029, 1
296039, 2
297169, 2
298419, 2
299939, 3
301719, 3
303499, 1
307509, 3
309289, 3
311079, 1
315079, 3
316859, 3
317369, 2
