temp=25.039749145507812
temp=25.001983642578125
temp=25.110244750976562
temp=25.022125244140625
temp=25.291519165039062
temp=25.10772705078125
temp=25.185775756835938
temp=25.001983642578125
temp=25.100173950195312
temp=25.218505859375
temp=24.999465942382812
temp=25.112762451171875
temp=25.120315551757812
temp=25.072479248046875
temp=25.311660766601562
temp=25.374603271484375
temp=25.291519165039062
temp=25.26885986328125
temp=25.351943969726562
temp=25.36956787109375
temp=25.457687377929688
temp=25.545806884765625
temp=25.407333374023438
temp=25.445098876953125
temp=25.477828979492188
temp=25.36956787109375
temp=25.608749389648438
temp=25.5609130859375
temp=25.417404174804688
temp=25.404815673828125
temp=25.437545776367188
temp=25.4400634765625
temp=25.613784790039062
temp=25.4803466796875
temp=25.613784790039062
temp=25.66162109375
temp=25.633926391601562
temp=25.928497314453125
temp=25.900802612304688
temp=26.0040283203125
temp=26.097183227539062
temp=26.03424072265625
temp=26.082077026367188
temp=26.1651611328125
temp=26.001510620117188
temp=25.968780517578125
temp=26.006546020507812
temp=26.024169921875
temp=26.107254028320312
temp=26.185302734375
temp=26.172714233398438
temp=26.23565673828125
temp=25.956192016601562
temp=26.059417724609375
temp=25.931015014648438
temp=25.968780517578125
temp=25.925979614257812
temp=25.998992919921875
temp=25.996475219726562
temp=26.17523193359375
temp=26.192855834960938
temp=26.653594970703125
temp=26.661148071289062
temp=26.83990478515625
temp=26.892776489257812
temp=26.88018798828125
temp=27.033767700195312
temp=26.79962158203125
temp=26.933059692382812
temp=26.794586181640625
temp=26.691360473632812
temp=27.237701416015625
temp=27.184829711914062
temp=27.136993408203125
temp=27.305679321289062
temp=27.408905029296875
temp=27.391281127929688
temp=27.48443603515625
temp=27.617874145507812
temp=27.58514404296875
temp=27.653121948242188
temp=27.91748046875
temp=27.688369750976562
temp=27.68585205078125
temp=27.582626342773438
temp=27.519683837890625
temp=27.567520141601562
temp=27.439117431640625
temp=27.340927124023438
temp=27.267913818359375
temp=27.507095336914062
temp=27.539825439453125
temp=27.683334350585938
temp=27.700958251953125
temp=27.844467163085938
temp=27.8167724609375
temp=28.076095581054688
temp=28.038330078125
temp=28.005599975585938
temp=27.882232666015625
temp=27.955245971679688
temp=27.993011474609375
temp=27.889785766601562
temp=28.083648681640625
temp=28.060989379882812
temp=27.892303466796875
